analysis_name,dataset_name,target_gene,clock_gene,significant,p_value,q_value,significant_after_fdr,effect_size_f2,effect_size_interpretation,significant_terms,tier
"Analysis GSE157357_Alignment-stats-summary.csv 01/12/2025, 09:13:31",GSE157357_Alignment-stats-summary.csv,Tead1,Cry2,FALSE,1,,FALSE,,,,EXPLORE
"Analysis GSE157357_Alignment-stats-summary.csv 01/12/2025, 09:13:31",GSE157357_Alignment-stats-summary.csv,Tead1,Nr1d1,FALSE,1,,FALSE,,,,EXPLORE
"Analysis GSE157357_Alignment-stats-summary.csv 01/12/2025, 09:13:31",GSE157357_Alignment-stats-summary.csv,Tead1,Nr1d2,FALSE,1,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Cdk1,Clock,TRUE,0.03578478288158515,,FALSE,,,R_n_1_sin,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Sirt1,Clock,TRUE,0.040358529648681696,,FALSE,,,R_n_2_sin,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Wee1,Clock,FALSE,0.060617872286188756,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Sirt1,Cry2,FALSE,0.08076016116816698,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Mdm2,Nr1d2,FALSE,0.09446150463611036,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Wee1,Cry2,FALSE,0.0959517925126252,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Mdm2,Clock,FALSE,0.10949564028396686,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Cdk1,Cry2,FALSE,0.11078945534795914,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Mdm2,Cry1,FALSE,0.11560661710149112,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Mdm2,Nr1d1,FALSE,0.116852505602284,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Mdm2,Per1,FALSE,0.11760683502445701,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Mdm2,Cry2,FALSE,0.1237439879594393,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Wee1,Per1,FALSE,0.13104451312231613,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Sirt1,Per1,FALSE,0.1324466607183692,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Chek2,Clock,FALSE,0.13258255518626716,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Wee1,Nr1d1,FALSE,0.13626422709156838,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Bax,Cry2,FALSE,0.13940369702617783,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Sirt1,Nr1d1,FALSE,0.14016308324641047,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Wee1,Cry1,FALSE,0.14534141529990485,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Cdk1,Per1,FALSE,0.15065260672471137,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Bax,Per1,FALSE,0.151317328903106,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Lgr5,Cry2,FALSE,0.15206827007923795,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Cdk1,Nr1d1,FALSE,0.15301072395605875,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Bax,Nr1d1,FALSE,0.15319545039479188,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Sirt1,Cry1,FALSE,0.15353748598799322,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Lgr5,Per1,FALSE,0.15451467574520938,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Lgr5,Nr1d1,FALSE,0.15498313289480903,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Lgr5,Cry1,FALSE,0.15585423375894214,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Bax,Cry1,FALSE,0.15648740241611203,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Cdk1,Cry1,FALSE,0.15707470768598908,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Lgr5,Clock,FALSE,0.16433279963462621,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Chek2,Nr1d2,FALSE,0.18009892654404824,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Axin2,Clock,FALSE,0.19454447182522583,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Lgr5,Nr1d2,FALSE,0.20772603043575621,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Myc,Cry2,FALSE,0.20984279972284914,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Cdk1,Nr1d2,FALSE,0.21222586090719298,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Myc,Per1,FALSE,0.21765794572851238,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Myc,Nr1d1,FALSE,0.21904779683568987,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Myc,Cry1,FALSE,0.22153177823702386,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Ccnb1,Cry2,FALSE,0.2405543396261116,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Pparg,Clock,FALSE,0.2430492771314996,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Bax,Nr1d2,FALSE,0.2431984229671742,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Pparg,Cry2,FALSE,0.24417841159969655,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Pparg,Per1,FALSE,0.2509590487447748,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Pparg,Nr1d1,FALSE,0.252097229371536,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Pparg,Cry1,FALSE,0.25410809056123185,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Ccnb1,Per1,FALSE,0.2612941209256494,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Ccnb1,Clock,FALSE,0.26149958755961067,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Ccnb1,Nr1d1,FALSE,0.26449240295433096,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Chek2,Cry1,FALSE,0.26491277231713584,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Axin2,Cry2,FALSE,0.26693698924097564,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Bax,Clock,FALSE,0.26866230804392455,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Ccnb1,Cry1,FALSE,0.27006470932955207,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Chek2,Nr1d1,FALSE,0.27008279596919493,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Chek2,Per1,FALSE,0.273217108465857,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Ccnd1,Cry2,FALSE,0.2745194495718293,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Ccnd1,Per1,FALSE,0.27465045634117224,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Ccnd1,Nr1d1,FALSE,0.27469243079281425,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Ccnd1,Cry1,FALSE,0.2747753264624022,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Ccnd1,Nr1d2,FALSE,0.27976818092061384,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Ccnd1,Clock,FALSE,0.2815656993049904,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Bcl2,Clock,FALSE,0.28395227648834265,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Bcl2,Nr1d2,FALSE,0.2897368770140787,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Myc,Nr1d2,FALSE,0.2909398134846275,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Chek2,Cry2,FALSE,0.2987899705682082,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Pparg,Nr1d2,FALSE,0.30666798683856866,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Axin2,Per1,FALSE,0.31503183757250763,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Bcl2,Cry2,FALSE,0.32088417573670824,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Axin2,Nr1d1,FALSE,0.3215508773916427,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Bcl2,Per1,FALSE,0.3294732888994505,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Bcl2,Nr1d1,FALSE,0.33062733997491756,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Axin2,Cry1,FALSE,0.33258013483215576,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Bcl2,Cry1,FALSE,0.33258527200497223,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Cdkn1a,Cry2,FALSE,0.343202813125584,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Cdkn1a,Clock,FALSE,0.35494563202535323,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Tead1,Cry2,FALSE,0.36431374229622127,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Wee1,Nr1d2,FALSE,0.3821766271429188,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Cdkn1a,Per1,FALSE,0.38360674427281527,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Tead1,Per1,FALSE,0.38622658161237267,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Cdkn1a,Nr1d1,FALSE,0.3890069790046473,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Tead1,Nr1d1,FALSE,0.3895980670085919,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Hif1a,Cry2,FALSE,0.3927281972558956,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Tead1,Cry1,FALSE,0.39545187151159267,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Cdkn1a,Cry1,FALSE,0.398091882910117,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Tp53,Nr1d2,FALSE,0.40356045076351466,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Ccnb1,Nr1d2,FALSE,0.40473398618687795,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Hif1a,Per1,FALSE,0.405972207415759,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Myc,Clock,FALSE,0.40674000795869536,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Hif1a,Nr1d1,FALSE,0.4084558280588526,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Hif1a,Cry1,FALSE,0.4129743826837584,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Tp53,Cry1,FALSE,0.42009891050025217,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Tp53,Nr1d1,FALSE,0.42117459296631665,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Tp53,Per1,FALSE,0.42182903894884993,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Tp53,Cry2,FALSE,0.4272285434415104,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Sirt1,Nr1d2,FALSE,0.45249459483656174,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Tp53,Clock,FALSE,0.47039010815296733,,FALSE,,,,EXPLORE
"Analysis GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv 01/12/2025, 09:13:09",GSE157357_APC-Mut_BMAL-Mut_quant-norm_filtered_CT-header.csv,Hif1a,Clock,FALSE,0.4825814411011713,,FALSE,,,,EXPLORE
